"","MUNICIPIO_2021","DISTRITO_2021","SECCION","Ayuntamiento_2021","Ayuntamiento_2019","Ayuntamiento_2016","Ayuntamiento_2013","Ayuntamiento_2010","Ayuntamiento_2021_votos","Ayuntamiento_2019_votos","Ayuntamiento_2016_votos","Ayuntamiento_2013_votos","Ayuntamiento_2010_votos"
"273","MEXICALI","III","0241","Coalicion","PAN","PAN","PAN","PRI",213,191,139,200,190
"274","MEXICALI","III","0242","Coalicion","PAN","PAN","PAN","PRI",208,209,157,181,189
"275","MEXICALI","III","0243","Coalicion","PAN","PAN","PAN","PRI",196,193,138,201,153
"276","MEXICALI","III","0244","Coalicion","PAN","PAN","PAN","PRI",205,162,123,237,187
"277","MEXICALI","III","0245","Coalicion","PAN","PAN","PAN","PRI",152,131,106,187,164
"278","MEXICALI","III","0246","Morena","PAN","PRI","PAN","PRI",229,210,507,177,178
"279","MEXICALI","III","0247","Morena","Morena","PRI","PRI","PRI",166,117,76,159,216
"280","MEXICALI","III","0248","Morena","Morena","PAN","PAN","PRI",98,71,67,111,109
"281","MEXICALI","III","0263","Morena","Morena","PRI","PRI","PRI",125,77,54,101,125
"282","MEXICALI","III","0264","Coalicion","PAN","PAN","PAN","PAN",135,107,100,142,102
"283","MEXICALI","III","0265","Morena","PAN","PRI","PRI","PRI",84,66,55,105,108
"284","MEXICALI","III","0266","Coalicion","PAN","PAN","PAN","PAN",136,108,87,194,140
"285","MEXICALI","III","0267","Morena","PAN","PAN","PAN","PRI",97,101,69,142,112
"286","MEXICALI","III","0268","Morena","PAN","PAN","PAN","PRI",135,127,115,213,203
"287","MEXICALI","III","0269","Coalicion","PAN","PAN","PRI","PRI",123,96,102,157,172
"288","MEXICALI","III","0270","Coalicion","PAN","PAN","PAN","PRI",148,143,143,216,196
"289","MEXICALI","III","0271","Coalicion","PAN","PAN","PAN","PRI",223,185,139,270,285
"290","MEXICALI","III","0272","Coalicion","Morena","PAN","PAN","PRI",129,100,74,160,167
"291","MEXICALI","III","0273","Coalicion","PAN","PAN","PAN","PAN",117,104,97,182,152
"292","MEXICALI","III","0274","Coalicion","PAN","PAN","PAN","PRI",129,114,109,180,147
"293","MEXICALI","III","0275","Morena","Morena","PAN","PAN","PRI",122,101,85,157,130
"294","MEXICALI","III","0276","Coalicion","PAN","PAN","PRI","PRI",141,121,110,173,161
"295","MEXICALI","III","0290","Coalicion","Morena","PRI","PRI","PRI",171,151,117,244,249
"296","MEXICALI","III","0291","Morena","PAN","PAN","PAN","PRI",223,187,146,257,238
"297","MEXICALI","III","0292","Coalicion","PAN","PAN","PAN","PRI",414,261,300,383,320
"298","MEXICALI","III","0293","Morena","Morena","PRI","PAN","PRI",214,169,170,274,258
"299","MEXICALI","III","0294","Morena","Morena","PAN","PRI","PRI",187,132,84,176,152
"300","MEXICALI","III","0295","Coalicion","PAN","PAN","PAN","PRI",134,130,94,171,134
"301","MEXICALI","III","0296","Coalicion","Morena","PAN","PAN","PRI",139,110,101,167,162
"302","MEXICALI","III","0297","Morena","Morena","PAN","PAN","PRI",165,114,94,225,182
"303","MEXICALI","III","0298","Morena","Morena","PAN","PRI","PRI",112,88,90,179,133
"304","MEXICALI","III","0315","Coalicion","PAN","PAN","PAN","PRI",141,213,153,268,264
"305","MEXICALI","III","0316","Morena","Morena","PAN","PAN","PRI",169,146,140,208,171
"306","MEXICALI","III","0317","Coalicion","Morena","PAN","PAN","PAN",128,128,127,193,149
"307","MEXICALI","III","0318","Coalicion","PAN","PAN","PAN","PRI",267,227,192,266,199
"308","MEXICALI","III","0319","Morena","Morena","PRI","PAN","PRI",226,174,103,213,193
"309","MEXICALI","III","0320","Morena","Morena","PRI","PRI","PRI",92,117,77,158,154
"310","MEXICALI","III","0321","Morena","Morena","PAN","PAN","PRI",203,157,116,220,195
"311","MEXICALI","III","0322","Morena","Morena","PAN","PRI","PRI",148,123,76,154,147
"312","MEXICALI","III","0323","Morena","Morena","PAN","PAN","PRI",159,152,95,228,171
"313","MEXICALI","III","0336","Morena","PAN","PAN","PAN","PRI",90,72,76,142,130
"314","MEXICALI","III","0337","Morena","Morena","PAN","PAN","PRI",156,118,81,162,163
"315","MEXICALI","III","0338","Morena","Morena","PAN","PAN","PAN",183,165,126,228,217
"316","MEXICALI","III","0339","Morena","Morena","PAN","PAN","PRI",429,397,192,289,202
"317","MEXICALI","III","0340","Morena","Morena","PAN","PRI","PRI",221,172,113,230,230
"318","MEXICALI","III","0341","Morena","Morena","PRI","PRI","PRI",224,199,117,257,253
"319","MEXICALI","III","0342","Coalicion","Morena","PAN","PAN","PAN",215,176,161,251,182
"320","MEXICALI","III","0343","Morena","Morena","PAN","PAN","PAN",170,133,100,231,198
"321","MEXICALI","III","0344","Morena","Morena","PAN","PAN","PRI",169,126,105,191,168
"322","MEXICALI","III","0345","Coalicion","Morena","PAN","PRI","PRI",127,165,124,207,186
"323","MEXICALI","III","0356","Morena","Morena","PAN","PAN","PRI",1045,683,540,767,551
"324","MEXICALI","III","0357","Coalicion","Morena","PAN","PAN","PAN",837,738,575,924,540
"325","MEXICALI","III","0358","Morena","Morena","PAN","PAN","PAN",238,217,134,301,223
"326","MEXICALI","III","0359","Morena","Morena","PAN","PAN","PRI",183,122,107,164,166
"327","MEXICALI","III","0360","Morena","Morena","PAN","PRI","PRI",204,119,116,170,181
"328","MEXICALI","III","0361","Morena","Morena","PAN","PRI","PRI",374,265,202,325,343
"329","MEXICALI","III","0362","Coalicion","PAN","PAN","PAN","PRI",231,187,189,275,220
"330","MEXICALI","III","0363","Morena","Morena","PAN","PRI","PRI",208,143,107,178,141
"331","MEXICALI","III","0364","Morena","Morena","PAN","PAN","PRI",193,173,140,236,176
"332","MEXICALI","III","0365","Morena","PAN","PAN","PAN","PAN",225,112,128,243,190
"333","MEXICALI","III","0366","Morena","Morena","PAN","PAN","PAN",806,672,486,780,477
"334","MEXICALI","III","0367","Coalicion","Morena","PAN","PAN","PRI",411,158,142,217,180
"335","MEXICALI","III","0368","Morena","PAN","PAN","PAN","PAN",239,188,201,288,202
"336","MEXICALI","III","0369","Morena","Morena","PAN","PRI","PRI",110,107,70,141,163
"337","MEXICALI","III","0370","Coalicion","PAN","PAN","PAN","PRI",167,156,139,172,145
"338","MEXICALI","III","0371","Coalicion","PAN","PAN","PAN","PAN",121,141,127,194,152
"339","MEXICALI","III","0372","Coalicion","PAN","PAN","PAN","PRI",176,162,156,228,174
"340","MEXICALI","III","0373","Coalicion","PAN","PAN","PAN","PRI",170,166,149,198,157
"341","MEXICALI","III","0374","Morena","Morena","PAN","PAN","PRI",180,151,112,207,163
"342","MEXICALI","III","0388","Coalicion","PAN","PAN","PAN","PRI",268,266,241,322,256
"343","MEXICALI","III","0389","Coalicion","PAN","PAN","PAN","PRI",209,192,132,202,214
"344","MEXICALI","III","0390","Coalicion","PAN","PAN","PAN","PRI",140,127,102,171,181
"345","MEXICALI","III","0391","Coalicion","PAN","PAN","PAN","PRI",127,133,113,157,158
"346","MEXICALI","III","0392","Morena","PAN","PAN","PAN","PAN",190,173,182,265,201
"347","MEXICALI","III","0393","Coalicion","PAN","PAN","PAN","PAN",222,195,172,257,215
"348","MEXICALI","III","0394","Morena","PAN","PAN","PAN","PRI",178,144,134,216,173
"349","MEXICALI","III","0395","Morena","Morena","PAN","PAN","PAN",202,157,125,222,209
"350","MEXICALI","III","0399","Coalicion","PAN","PAN","PAN","PRI",412,343,290,392,308
"351","MEXICALI","III","0400","Coalicion","PAN","PAN","PAN","PRI",226,254,202,305,261
"352","MEXICALI","III","0401","Coalicion","PAN","PAN","PAN","PRI",224,192,146,246,216
"353","MEXICALI","III","0402","Coalicion","PAN","PAN","PAN","PRI",216,227,157,225,190
"354","MEXICALI","III","0403","Coalicion","PAN","PAN","PAN","PRI",454,364,249,314,242
"355","MEXICALI","III","0404","Coalicion","PAN","PAN","PAN","PRI",185,178,117,236,179
"356","MEXICALI","III","0405","Coalicion","PAN","PAN","PAN","PAN",123,124,108,182,168
"357","MEXICALI","III","0406","Morena","Morena","PAN","PRI","PRI",223,200,140,263,243
"358","MEXICALI","III","0407","Coalicion","PAN","PAN","PAN","PAN",272,221,88,274,180
"359","MEXICALI","III","0408","Morena","PAN","PAN","PAN","PAN",127,122,108,164,155
"360","MEXICALI","III","0409","Morena","PAN","PAN","PAN","PAN",214,197,140,258,235
"361","MEXICALI","III","0410","Coalicion","PAN","PAN","PAN","PRI",230,166,138,240,176
"362","MEXICALI","III","0411","Coalicion","PAN","PAN","PAN","PRI",471,188,298,314,274
"363","MEXICALI","III","0412","Coalicion","PAN","PRI","PAN","PRI",203,179,151,205,180
"364","MEXICALI","III","0413","Morena","Morena","PAN","PRI","PRI",182,161,150,242,276
"365","MEXICALI","III","0414","Morena","PAN","PAN","PAN","PRI",206,193,170,242,212
"366","MEXICALI","III","0415","Morena","Morena","PAN","PAN","PAN",140,126,135,196,146
"367","MEXICALI","III","0416","Morena","PAN","PAN","PRI","PRI",168,135,131,173,161
"368","MEXICALI","III","0417","Morena","Morena","PAN","PRI","PRI",226,160,139,241,212
"369","MEXICALI","III","0419","Morena","Morena","PAN","PAN","PRI",156,126,136,155,158
"370","MEXICALI","III","0420","Morena","Morena","PAN","PAN","PRI",185,160,147,160,135
"371","MEXICALI","III","0421","Morena","Morena","PAN","PAN","PAN",143,130,118,224,165
"372","MEXICALI","III","0422","Coalicion","PAN","PAN","PAN","PRI",198,191,160,204,174
"373","MEXICALI","III","0423","Coalicion","PAN","PAN","PAN","PRI",461,384,262,320,256
"374","MEXICALI","III","0424","Coalicion","PAN","PAN","PAN","PRI",370,355,225,358,240
"375","MEXICALI","III","0425","Coalicion","PAN","PAN","PAN","PAN",203,211,166,276,215
"376","MEXICALI","III","0426","Morena","Morena","PAN","PRI","PAN",166,148,155,192,187
"377","MEXICALI","III","0427","Morena","Morena","PAN","PAN","PAN",172,139,154,210,158
"378","MEXICALI","III","0429","Morena","Morena","PAN","PRI","PRI",183,127,142,198,165
"379","MEXICALI","III","0430","Morena","Morena","PAN","PRI","PAN",177,130,122,178,174
"380","MEXICALI","III","0431","Coalicion","PAN","PAN","PAN","PAN",241,221,200,250,182
"381","MEXICALI","III","0432","Coalicion","PAN","PAN","PAN","PRI",305,286,217,319,283
"382","MEXICALI","III","0433","Morena","Morena","PAN","PRI","PRI",171,147,114,213,209
"383","MEXICALI","III","0435","Morena","PAN","PAN","PRI","PRI",261,180,164,261,265
"384","MEXICALI","III","0436","Morena","Morena","PAN","PAN","PRI",218,158,172,238,223
"385","MEXICALI","III","0437","Morena","Morena","PAN","PAN","PRI",141,123,80,128,132
"386","MEXICALI","III","0438","Coalicion","PAN","PAN","PAN","PRI",248,247,202,331,310
"387","MEXICALI","III","0439","Coalicion","PAN","PRI","PAN","PRI",356,359,453,343,318
"388","MEXICALI","III","0440","Morena","Morena","PAN","PAN","PRI",211,181,171,246,207
"389","MEXICALI","III","0441","Morena","PAN","PAN","PAN","PAN",208,186,185,283,256
"390","MEXICALI","III","0442","Morena","Morena","PAN","PAN","PRI",288,215,184,288,270
"391","MEXICALI","III","0443","Morena","Morena","PAN","PAN","PRI",268,185,162,254,214
"392","MEXICALI","III","0445","Morena","Morena","PAN","PAN","PRI",248,197,131,256,218
"393","MEXICALI","III","0446","Morena","PAN","PAN","PAN","PRI",262,192,180,339,242
"394","MEXICALI","III","0447","Morena","PAN","PAN","PAN","PRI",168,126,115,197,153
"395","MEXICALI","III","0448","Coalicion","PAN","PAN","PAN","PAN",312,283,231,410,291
"396","MEXICALI","III","0449","Coalicion","PAN","PAN","PAN","PRI",307,292,229,384,287
"397","MEXICALI","III","0450","Coalicion","PAN","PAN","PAN","PRI",344,303,222,306,296
"398","MEXICALI","III","0451","Coalicion","PAN","PAN","PAN","PRI",130,149,127,196,160
"399","MEXICALI","III","0452","Morena","PAN","PAN","PAN","PAN",154,120,117,174,132
"400","MEXICALI","III","0453","Morena","Morena","PAN","PAN","PAN",168,125,99,197,154
"401","MEXICALI","III","0454","Morena","Morena","PAN","PAN","PRI",309,234,115,298,239
"402","MEXICALI","III","0457","Morena","Morena","PAN","PAN","PAN",213,150,151,258,221
"403","MEXICALI","III","0458","Morena","PAN","PAN","PAN","PAN",121,120,115,179,152
"404","MEXICALI","III","0459","Coalicion","PAN","PAN","PAN","PAN",333,277,254,372,269
"405","MEXICALI","III","0460","Morena","Morena","PAN","PAN","PRI",141,92,114,163,144
"406","MEXICALI","III","0461","Morena","Morena","PAN","PAN","PRI",207,134,132,223,180
"407","MEXICALI","III","0462","Morena","Morena","PAN","PAN","PAN",122,97,101,128,126
"408","MEXICALI","III","0465","Morena","Morena","PAN","PRI","PRI",258,190,228,252,181
"409","MEXICALI","III","0681","Coalicion","PAN","PAN","PAN","PRI",123,108,93,153,122
"410","MEXICALI","III","0683","Morena","Morena","PAN","PAN","PAN",133,111,102,140,98
"411","MEXICALI","III","0684","Morena","PAN","PAN","PAN","PAN",114,104,136,163,122
"412","MEXICALI","III","0685","Morena","PAN","PAN","PAN","PRI",115,104,92,144,118
"413","MEXICALI","III","0686","Morena","Morena","PAN","PAN","PAN",108,90,81,144,115
"414","MEXICALI","III","0687","Morena","PAN","PAN","PAN","PAN",121,84,103,165,105
"415","MEXICALI","IV","0211","Morena","Morena","PAN","PRI","PRI",103,88,55,118,124
